,sessionId,predictedClass
234,50700000250,0
235,50700000350,0
236,50700000450,1
237,50700000550,0
238,50700000650,0
239,50700000750,0
240,50700000850,0
241,50700000950,0
242,50700001050,0
243,50800000150,1
244,50800000250,0
245,51300000151,0
246,51600000151,0
247,51700000151,0
248,51900000151,0
249,52200000152,0
250,52300000152,0
251,52600000152,0
252,52700000152,0
253,52800000152,1
254,53000000153,0
255,53200000153,0
256,53200000253,0
257,53600000153,0
258,53600000253,0
259,53700000153,0
260,54100000254,0
261,54100000354,0
262,54100000454,0
263,54100000554,1
264,54100000654,1
265,54100000754,0
266,54100000854,0
267,54100000954,1
268,54100001054,0
269,54100001154,0
270,54100001254,0
271,54100001354,0
272,54100001454,0
273,54200000154,0
274,54200000254,0
275,54300000154,0
276,54300000254,0
277,54500000154,0
278,54800000154,0
279,55300000155,0
280,55300000255,0
281,55300000355,0
282,55400000155,0
283,55600000155,1
284,55600000255,0
285,55600000355,0
286,55800000155,0
287,56100000156,0
288,56200000156,0
289,56400000156,0
290,56500000156,0
291,56800000156,0
292,56800000256,0
293,56800000356,0
294,56800000456,0
295,57200000157,0
296,57400000157,0
297,57400000257,0
298,57600000157,0
299,57700000157,0
300,57700000257,0
301,58000000158,0
302,58300000158,0
303,58400000158,0
304,58600000158,0
305,58700000158,0
306,58800000158,0
307,58800000258,0
308,58900000158,0
309,59200000159,0
310,59400000159,0
311,59400000259,0
312,59400000359,0
313,59400000459,0
314,59400000559,0
315,59400000659,0
316,59400000759,0
317,59400000859,0
318,59500000159,0
319,60000000160,0
320,60100000160,0
321,60200000160,0
322,60200000260,0
323,60500000160,0
324,60600000160,1
325,60600000260,0
326,60600000360,0
327,60600000460,0
328,60600000560,1
329,60600000660,0
330,60900000160,0
331,61200000161,0
332,61700000161,0
333,61800000161,0
334,61900000161,0
335,62200000162,0
336,62400000162,0
337,62500000162,0
338,62700000162,0
339,63000000163,0
340,63400000163,0
341,63600000163,0
342,63800000163,0
343,64100000164,0
344,64200000164,0
345,64300000164,0
346,64500000164,0
347,64600000164,0
348,64600000264,0
349,65100000165,0
350,65200000165,0
351,65500000165,0
352,65500000265,0
353,65500000365,0
354,65600000165,0
355,66000000166,0
356,66100000166,0
357,66200000166,0
358,66800000166,0
359,67100000167,0
360,67400000167,0
361,67400000267,0
362,67400000367,0
363,67400000467,0
364,67600000167,1
365,67700000167,0
366,67900000167,0
367,68200000168,0
368,68700000168,0
369,68800000168,0
370,69000000169,0
371,69300000169,0
372,69900000169,0
373,70000000170,1
374,70400000170,0
375,70600000170,0
376,71200000171,0
377,71300000171,0
378,71500000271,0
379,71600000171,0
380,71700000171,0
381,72000000172,0
382,72100000172,0
383,72300000172,0
384,72500000172,0
385,72900000172,0
386,72900000272,0
387,73000000173,0
388,73100000173,0
389,73500000173,0
390,73800000173,0
391,74200000174,0
392,74400000174,0
393,74500000174,0
394,74500000274,0
395,74900000174,1
396,75000000175,0
397,75100000175,0
398,75200000175,0
399,75500000175,0
400,76400000176,0
401,76900000176,0
402,77200000177,0
403,77200000277,0
404,77200000377,0
405,77300000177,0
406,77700000177,0
407,77700000277,0
408,77700000377,0
409,77800000177,0
410,77900000177,0
411,78200000178,0
412,78300000178,0
413,78400000178,0
414,78400000278,1
415,78400000378,1
416,78400000478,0
417,78400000578,0
418,78400000678,0
419,78400000778,0
420,78500000178,0
421,78600000378,0
422,78600000478,0
423,78600000578,0
424,78600000678,0
425,78600000778,0
426,78600000878,0
427,78600000978,0
428,78600001078,0
429,78700000178,0
430,79200000179,0
431,79400000179,0
432,79500000179,0
433,79700000179,0
434,81700000181,0
435,82100000182,0
436,82200000182,0
437,82600000182,0
438,82700000182,0
439,83600000183,0
440,83700000183,0
441,83900000183,0
442,84000000184,0
443,84000000284,0
444,84000000384,0
445,84100000184,0
446,84600000184,0
447,84800000184,0
448,84800000284,0
449,85000000185,0
450,85200000185,0
451,85400000185,0
452,85500000185,0
453,86200000186,0
454,86200000286,0
455,86500000186,0
456,86600000186,0
457,87300000187,0
458,87400000187,0
459,87600000187,0
460,87700000187,0
461,87900000187,0
462,88400000188,0
463,88500000188,0
464,89200000189,0
465,89300000189,0
466,89400000189,0
467,89600000189,0
468,89900000189,0
469,90100000190,0
470,90200000190,0
471,90200000290,0
472,90200000390,1
473,90300000190,0
474,90400000190,0
475,90900000190,0
476,90900000290,0
477,91000000191,1
478,91100000191,0
479,91200000191,0
480,91300000191,0
481,91600000191,0
482,91700000191,0
483,91700000291,0
484,91700000391,0
485,91900000191,0
486,92100000192,0
487,92100000292,0
488,92100000392,0
489,92600000192,0
490,92700000192,0
491,92900000192,0
492,93000000193,0
493,93200000193,0
494,93200000293,0
495,93200000393,0
496,93400000193,0
497,94100000194,0
498,94300000194,0
499,94400000194,0
500,94500000194,0
501,94700000194,0
502,94900000194,0
503,95000000195,0
504,95400000195,0
505,95700000195,0
506,95800000195,0
507,96000000196,0
508,96000000296,0
509,96600000196,0
510,96600000296,0
511,96600000396,0
512,96600000496,1
513,96600000596,0
514,96900000896,1
515,96900000996,1
516,96900001096,0
517,96900001196,0
518,96900001296,1
519,96900001396,0
520,96900001496,1
521,96900001596,0
522,96900001696,0
523,96900001796,0
524,96900001896,0
525,96900001996,0
526,96900002096,0
527,96900002196,0
528,96900002296,0
529,96900002396,1
530,96900002496,0
531,96900002596,0
532,96900002696,0
533,96900002796,0
534,96900002896,0
535,96900002996,0
536,96900003096,1
537,96900003196,1
538,96900003296,0
539,96900003396,0
540,96900003496,1
541,96900003596,0
542,96900003696,0
543,96900003796,0
544,96900003896,1
545,96900003996,0
546,97000000197,0
547,97200000197,0
548,97200000297,0
549,97200000397,0
550,97400000197,0
551,97500000197,0
552,98000000198,0
553,98200000198,0
554,98200000298,0
555,98200000398,0
556,98300000198,0
557,98400000198,0
558,99400000199,0
559,99500000199,0
560,99600000199,0
561,100100000110,0
562,100100000210,0
563,100700000110,0
564,100700000210,0
565,100700000310,0
566,100800000110,0
567,101400000110,0
568,101500000110,0
569,101800000110,0
570,102100000110,0
571,102200000110,0
572,102400000110,0
573,102500000110,0
574,102600000110,0
575,102700000110,0
576,102800000110,0
577,103300000110,0
578,103600000110,0
579,103700000110,0
580,103900000110,0
581,103900000210,0
582,104000000110,0
583,104000000210,0
584,104100000110,0
585,104200000110,0
586,104300000110,0
587,104400000110,0
588,104500000110,0
589,104600000110,0
590,105100000110,1
591,105400000110,0
592,105400000210,0
593,105800000110,0
594,105900000110,0
595,106000000110,1
596,106000000210,1
597,106000000310,0
598,106100000110,1
599,106200000110,0
600,106400000110,0
601,106500000110,0
602,106500000210,0
603,106500000310,1
604,106500000410,1
605,106500000510,0
606,106500000610,0
607,106700000110,0
608,106900000110,0
609,107100000110,0
610,107500000110,0
611,107500000210,0
612,107500000310,0
613,107500000410,0
614,107500000510,0
615,107500000610,0
616,107500000710,0
617,107500000810,0
618,107500000910,0
619,107500001010,0
620,107500001110,0
621,107500001210,0
622,107500001310,0
623,107500001410,0
624,107500001510,0
625,107500001610,0
626,107500001710,0
627,107500001810,0
628,107700000110,0
629,107800000110,0
630,108100000110,0
631,108100000210,0
632,108200000110,0
633,108300000110,0
634,108700000110,0
635,108800000110,0
636,109000000110,0
637,109200000110,0
638,109300000110,0
639,109400000110,0
640,109400000210,1
641,109500000110,0
642,109500000210,0
643,109900000110,0
644,110000000111,0
645,110300000111,0
646,110600000111,0
647,111000000111,0
648,111000000211,0
649,111200000111,0
650,111300000111,0
651,111500000111,0
652,111500000211,0
653,111900000611,0
654,111900000711,0
655,111900000811,0
656,111900000911,0
657,111900001011,0
658,112100000111,0
659,112200000111,0
660,112800000111,0
661,112900000111,0
662,113000000111,0
663,113200000111,0
664,113200000211,0
665,113500000111,0
666,113500000211,1
667,113800000111,0
668,114700000111,0
669,115000000111,0
670,115200000111,0
671,115200000211,0
672,115300000111,0
673,115600000111,0
674,115700000111,0
675,115800000111,0
676,115800000211,0
677,116300000111,1
678,116700000111,0
679,116900000111,0
680,117000000111,0
681,117200000111,0
682,117400000111,0
683,117700000111,0
684,117800000111,1
685,118000000111,0
686,118200000111,0
687,118200000211,0
688,118200000311,0
689,118600000111,0
690,118600000211,0
691,118800000111,0
692,119000000111,0
693,119200000111,0
694,119300000111,1
695,119300000211,0
696,119400000111,0
697,119500000111,0
698,119800000111,0
699,119900000111,0
700,120200000112,0
701,120200000212,0
702,120200000312,1
703,120200000412,1
704,120300000112,0
705,120500000112,0
706,120700000112,0
707,120900000112,0
708,121000000112,0
709,121400000112,0
710,121500000112,0
711,121600000112,1
712,121600000212,0
713,121600000312,0
714,121700000112,0
715,121700000212,0
716,121900000112,0
717,122000000112,0
718,122000000212,0
719,122000000312,0
720,122100000112,0
721,122700000112,0
722,122800000312,0
723,122800000412,0
724,123000000112,1
725,123000000212,0
726,123000000312,0
727,123200000112,0
728,123200000212,0
729,123200000312,0
730,123200000412,0
731,123300000112,0
732,123500000112,0
733,123800000112,0
734,124000000112,0
735,124100000112,0
736,124200000112,0
737,124800000112,0
738,125700000112,0
739,125900000112,0
740,126100000112,0
741,126300000112,0
742,126500000112,0
743,126600000112,0
744,126800000112,0
745,127400000112,0
746,127500000112,0
747,127500000212,0
748,127600000112,0
749,127700000112,1
750,127700000212,0
751,127700000312,1
752,127700000412,0
753,127700000512,0
754,128000000112,0
755,128200000112,0
756,128300000112,0
757,128500000112,0
758,128800000212,0
759,128800000312,0
760,128800000412,0
761,128900000112,0
762,129100000112,0
763,129400000112,0
764,129600000112,0
765,129800000112,0
766,130100000113,0
767,130800000113,0
768,130800000213,0
769,131100000113,0
770,131700000113,0
771,131800000113,1
772,131800000213,0
773,131800000313,0
774,131800000413,0
775,131800000513,0
776,131800000613,1
777,131800000713,0
778,131800000813,0
779,131800000913,0
780,131800001013,0
781,131800001113,0
782,131800001213,0
783,131800001313,0
784,132000000113,0
785,132400000113,0
786,132700000113,0
787,132900000113,0
788,133400000113,0
789,133900000113,0
790,134500000113,1
791,134600000113,0
792,134700000113,1
793,134700000213,1
794,134700000313,1
795,134700000413,1
796,134700000513,0
797,134700000613,0
798,134700000713,1
799,134700000813,1
800,134700000913,0
801,134700001013,0
802,134700001113,1
803,134700001213,0
804,134700001313,1
805,134700001413,1
806,134700001513,0
807,134900000113,0
808,134900000213,0
809,135300000113,0
810,135500000113,1
811,135700000113,0
812,136000000113,1
813,136100000113,0
814,136600000113,0
815,136700000113,0
816,136800000113,0
817,137700000113,0
818,137800000113,0
819,138200000113,0
820,138500000113,1
821,139100000113,0
822,139800000113,0
823,139800000213,0
824,139900000113,0
825,140000000114,0
826,140100000114,0
827,140300000114,0
828,140400000114,0
829,140400000214,0
830,140500000114,1
831,140500000214,0
832,140500000314,1
833,140500000414,0
834,140500000514,1
835,140800000114,0
836,140900000114,0
837,141000000114,0
838,141300000114,0
839,141800000214,0
840,142100000114,0
841,143000000114,1
842,143000000214,0
843,143200000114,0
844,143500000114,0
845,143800000114,0
846,143800000214,0
847,143800000314,0
848,143800000414,0
849,143800000514,0
850,144200000114,0
851,144300000114,0
852,144600000114,0
853,144800000114,0
854,144900000114,1
855,144900000214,0
856,144900000314,0
857,144900000414,1
858,144900000514,0
859,144900000614,1
860,144900000714,0
861,145000000114,0
862,145100000114,0
863,145500000114,0
864,145900000114,0
865,146000000114,0
866,146100000114,0
867,146300000114,0
868,146400000114,0
869,147200000114,0
870,147400000114,0
871,147500000114,0
872,148100000114,0
873,148300000114,0
874,148900000114,0
875,149000000114,0
876,149100000114,0
877,149200000114,0
878,149400000114,0
879,149500000114,0
880,149800000114,0
881,150000000115,0
882,150400000115,0
883,151800000115,0
884,151800000215,0
885,152200000115,0
886,152400000115,0
887,152500000115,0
888,152500000215,0
889,152600000115,0
890,153100000115,0
891,153200000115,0
892,153400000115,0
893,153700000115,0
894,153700000215,0
895,153800000115,0
896,153900000115,0
897,154000000115,0
898,154100000115,0
899,154200000115,0
900,154400000115,0
901,154900000115,0
902,155300000115,0
903,155400000115,0
904,155600000115,0
905,155700000115,0
906,156000000115,0
907,156400000115,0
908,156400000215,0
909,156700000115,0
910,156900000115,0
911,156900000215,0
912,156900000315,0
913,156900000415,0
914,157000000115,0
915,157500000115,0
916,157500000215,0
917,157500000315,0
918,158100000115,1
919,158200000115,1
920,158400000115,0
921,158500000115,0
922,158800000115,0
923,159700000115,0
924,160000000116,0
925,160400000116,0
926,160400000216,0
927,160600000116,0
928,160700000116,0
929,161000000116,0
930,161400000116,0
931,161700000116,0
932,162100000216,0
933,162300000116,0
934,162800000116,0
935,162900000116,0
936,163100000116,0
937,163500000116,0
938,164100000116,0
939,164400000116,0
940,164800000116,0
941,164900000116,0
942,164900000216,0
943,164900000316,0
944,164900000416,0
945,164900000516,0
946,164900000616,0
947,164900000716,0
948,165300000116,0
949,165400000116,0
950,165600000116,0
951,165900000116,0
952,166000000116,0
953,166000000216,0
954,166000000316,0
955,166000000416,0
956,166000000516,0
957,166200000316,1
958,166200000416,0
959,166200000516,0
960,166200000616,0
961,166200000716,0
962,166200000816,0
963,166200000916,0
964,166300000116,0
965,166800000116,0
966,166900000116,1
967,166900000216,0
968,166900000316,0
969,167100000116,0
970,167200000116,0
971,167400000116,0
972,167800000116,0
973,167800000216,0
974,167800000316,1
975,167800000416,1
976,167800000516,0
977,168100000116,0
978,168400000116,0
979,168800000116,0
980,169000000116,0
981,169000000216,0
982,169000000316,0
983,169000000416,0
984,169000000516,0
985,169000000616,0
986,169000000716,0
987,169000000816,0
988,169100000116,0
989,169200000116,0
990,169400000116,0
991,169500000116,0
992,170500000117,0
993,170600000117,0
994,170700000117,0
995,171000000117,0
996,171100000117,1
997,171100000217,0
998,171100000317,0
999,171200000117,0
1000,171300000117,0
1001,171400000117,0
1002,171400000217,0
1003,171900000117,0
1004,172000000117,0
1005,172200000117,0
1006,172500000117,0
1007,172500000217,0
1008,172500000317,0
1009,172600000117,0
1010,172700000117,0
1011,173100000117,0
1012,173600000117,0
1013,173900000117,0
1014,173900000217,0
1015,173900000317,0
1016,173900000417,1
1017,174000000117,1
1018,174100000117,0
1019,174400000117,0
1020,174900000117,0
1021,175100000117,0
1022,176400000117,0
1023,176700000117,0
1024,177100000117,0
1025,177400000117,0
1026,177600000117,0
1027,178200000117,0
1028,178200000217,1
1029,178200000317,0
1030,178200000417,0
1031,178200000517,0
1032,178600000117,0
1033,178900000117,0
1034,179000000117,0
1035,179300000117,0
1036,179500000117,0
1037,179600000117,0
1038,180100000118,0
1039,180300000118,0
1040,180500000118,0
1041,180800000118,0
1042,181000000118,0
1043,181500000118,0
1044,181800000118,0
1045,182000000118,0
1046,182100000118,0
1047,182300000118,0
1048,182300000218,0
1049,182400000118,0
1050,182500000118,0
1051,183000000118,0
1052,183100000118,0
1053,183600000118,0
1054,183600000218,0
1055,183800000118,0
1056,183900000118,0
1057,185100000118,0
1058,185800000118,0
1059,185900000118,0
1060,186000000118,0
1061,186000000218,1
1062,186000000318,1
1063,186000000418,0
1064,186000000518,0
1065,186000000618,0
1066,186500000118,0
1067,186800000118,0
1068,187200000118,0
1069,187300000118,0
1070,187400000118,0
1071,187600000118,0
1072,188000000118,0
1073,188100000118,1
1074,188200000118,0
1075,189100000118,0
1076,189400000118,0
1077,189400000218,0
1078,189700000118,0
1079,189900000118,0
1080,190400000119,0
1081,190500000119,0
1082,190900000119,0
1083,191100000119,0
1084,191300000119,0
1085,191500000119,0
1086,191800000119,0
1087,192200000119,0
1088,192700000119,0
1089,193300000119,0
1090,194100000119,0
1091,194500000119,0
1092,194500000219,0
1093,194500000319,0
1094,194500000419,0
1095,194500000519,0
1096,194700000119,0
1097,195100000119,0
1098,195200000119,0
1099,195400000119,0
1100,196300000119,0
1101,196400000219,0
1102,196800000119,0
1103,197100000119,0
1104,197200000119,1
1105,197700000119,1
1106,197700000219,1
1107,197700000319,0
1108,197700000419,0
1109,197700000519,0
1110,197700000619,0
1111,197700000719,1
1112,197700000819,1
1113,197800000119,0
1114,198100000119,0
1115,198300000119,0
1116,198400000119,0
1117,198900000119,0
1118,199000000119,0
1119,199100000119,0
1120,199300000119,0
1121,199300000219,0
1122,199600000119,0
1123,199800000119,0
1124,200000000120,0
1125,200700000120,0
1126,201100000120,0
1127,201500000120,0
1128,201600000120,0
1129,201800000120,0
1130,201800000220,0
1131,201800000320,0
1132,201800000420,0
1133,202000000120,0
1134,202100000120,0
1135,202800000120,0
1136,203000000120,0
1137,203800000120,0
1138,204300000120,0
1139,204500000120,0
1140,204800000120,0
1141,205100000120,0
1142,205600000120,0
1143,205800000120,0
1144,205900000120,0
1145,206100000120,0
1146,206400000120,0
1147,206800000120,0
1148,207500000120,0
1149,207600000120,0
1150,208200000120,0
1151,208300000120,0
1152,208400000120,0
1153,209500000120,0
1154,209600000120,0
1155,209900000120,0
1156,210000000121,0
1157,211100000121,0
1158,211100000221,0
1159,211100000321,0
1160,211100000421,0
1161,211100000521,0
1162,211100000621,0
1163,211500000121,0
1164,211600000121,1
1165,211800000121,0
1166,212000000121,0
1167,212100000121,0
1168,212900000121,0
1169,212900000221,1
1170,212900000321,0
1171,213400000121,0
1172,213500000121,0
1173,214500000121,0
1174,214600000121,0
1175,214900000121,0
1176,215000000121,0
1177,215200000121,0
1178,215500000121,0
1179,215600000121,0
1180,215600000221,0
1181,215900000121,0
1182,216400000121,0
1183,216500000121,0
1184,216500000221,0
1185,216800000121,0
1186,217200000921,0
1187,217400000121,0
1188,217600000121,0
1189,217700000121,0
1190,217900000121,0
1191,218200000121,0
1192,218800000121,0
1193,218900000121,0
1194,219200000121,0
1195,219400000121,0
1196,219600000121,0
1197,219600000221,0
1198,219600000321,0
1199,219600000421,1
1200,219600000521,0
1201,219600000621,1
1202,219600000721,0
1203,219700000121,0
1204,219800000121,0
1205,219900000121,0
1206,220200000122,0
1207,220500000122,0
1208,220800000122,0
1209,220800000222,0
1210,221000000122,0
1211,221600000122,0
1212,221700000122,0
1213,221800000122,0
1214,221900000122,0
1215,222000000122,0
1216,222100000122,0
1217,222500000122,0
1218,222700000122,0
1219,223700000122,0
1220,223900000122,0
1221,224000000122,1
1222,224600000122,1
1223,224700000122,0
1224,225100000122,0
1225,225500000122,1
1226,225900000122,1
1227,225900000222,0
1228,226700000122,0
1229,226900000122,0
1230,227100000122,1
1231,227400000122,0
1232,227700000122,0
1233,227700000222,0
1234,227700000322,0
1235,227700000422,0
1236,227900000122,0
1237,228000000122,0
1238,228800000122,0
1239,229200000122,0
1240,229300000122,0
1241,229600000122,0
1242,229600000222,0
1243,229600000322,0
1244,229600000422,0
1245,229900000122,0
1246,230400000123,0
1247,230600000123,0
1248,230700000123,0
1249,230800000123,0
1250,230900000123,0
1251,231100000123,0
1252,231100000223,0
1253,231400000123,0
1254,231500000123,0
1255,231600000123,0
1256,231800000123,0
1257,231900000123,0
1258,232100000123,0
1259,232200000123,0
1260,232500000123,0
1261,232700000123,0
1262,233000000123,0
1263,233100000123,0
1264,233300000123,0
1265,233400000123,0
1266,233600000123,0
1267,233700000123,0
1268,233800000123,0
1269,233900000123,1
1270,233900000223,1
1271,233900000323,0
1272,233900000423,0
1273,234200000123,0
1274,234300000123,0
1275,234300000223,0
1276,234900000123,0
1277,235200000123,0
1278,235700000123,1
1279,235700000223,0
1280,235700000323,1
1281,236200000123,0
1282,236300000123,0
1283,236400000123,0
1284,236500000123,0
1285,237900000123,0
1286,238000000123,0
1287,238100000123,0
1288,238400000123,0
1289,238700000123,1
1290,238800000123,0
1291,238900000123,0
1292,239000000123,0
1293,239000000223,0
1294,239000000323,0
1295,239000000423,0
1296,239100000123,0
1297,239100000223,0
1298,239100000323,0
1299,239100000423,0
1300,239200000123,0
1301,239400000123,0
1302,239400000223,0
1303,239600000123,0
1304,240200000124,1
1305,240200000224,1
1306,240200000324,0
1307,240200000424,0
1308,240200000524,0
1309,240200000624,0
1310,240300000124,0
1311,240800000124,0
1312,241200000724,0
1313,241200000824,0
1314,241200000924,0
1315,241400000124,0
1316,241500000124,0
1317,241600000124,0
1318,242100000124,0
1319,242200000124,0
1320,242300000124,0
1321,242500000124,0
1322,242600000124,0
1323,242700000124,0
1324,242900000124,0
1325,243100000124,0
1326,243500000124,0
1327,243800000124,0
1328,244800000124,0
1329,245300000224,0
1330,245300000324,0
1331,245300000424,0
1332,245300000524,0
1333,245300000624,0
1334,245300000724,0
1335,245300000824,0
1336,245300000924,0
1337,245300001024,0
1338,245300001124,0
1339,245300001224,0
1340,245600000124,0
1341,245700000124,0
1342,246500000124,0
1343,246600000124,0
1344,246800000124,0
1345,247000000124,0
1346,247100000124,0
1347,247400000124,1
1348,247500000124,0
1349,247700000124,0
1350,247900000124,0
1351,248500000124,0
1352,248600000124,0
1353,248700000124,0
1354,248900000124,0
1355,248900000224,0
1356,249400000124,0
1357,249700000124,0
1358,249900000124,0
1359,250300000125,0
1360,251000000125,0
1361,251000000225,0
1362,251000000325,0
1363,251100000125,1
1364,251400000125,0
1365,251600000125,0
1366,251800000125,0
1367,252100000125,0
1368,252200000125,0
1369,252400000125,0
1370,252500000125,0
1371,252600000125,0
1372,252700000125,0
1373,253300000125,0
1374,253400000125,0
1375,253700000125,0
1376,253800000125,0
1377,254000000125,1
1378,254000000225,0
1379,254000000325,1
1380,254000000425,0
1381,254000000525,0
1382,254000000625,0
1383,254000000725,0
1384,254200000125,1
1385,254200000225,1
1386,254200000325,0
1387,254500000125,0
1388,254500000225,0
1389,254600000125,0
1390,254700000125,0
1391,254900000125,0
1392,254900000225,0
1393,254900000325,1
1394,255300000125,0
1395,255400000125,0
1396,255700000125,0
1397,256000000125,0
1398,256100000125,0
1399,256100000225,0
1400,256300000125,0
1401,256400000125,0
1402,256500000125,0
1403,256600000125,1
1404,256800000125,0
1405,257200000125,0
1406,257300000125,0
1407,257600000125,0
1408,257600000225,1
1409,258000000325,0
1410,258000000425,0
1411,258000000525,1
1412,258300000125,0
1413,258500000125,0
1414,258700000125,0
1415,258700000225,0
1416,258700000325,0
1417,258700000425,0
1418,259000000125,0
1419,259100000125,0
1420,259100000225,0
1421,259400000125,0
1422,259600000125,0
1423,259800000125,0
1424,260000000126,0
1425,260200000126,0
1426,260300000126,0
1427,260300000226,0
1428,260400000126,0
1429,260400000226,0
1430,260400000326,0
1431,260400000426,0
1432,260400000526,0
1433,260400000626,0
1434,260500000126,0
1435,260600000126,0
1436,260800000126,0
1437,260800000226,1
1438,260800000326,0
1439,261500000126,1
1440,261600000126,0
1441,262000000126,0
1442,262200000126,0
1443,262300000126,0
1444,262300000226,1
1445,262300000326,0
1446,262300000426,0
1447,262300000526,0
1448,262300000626,1
1449,262300000726,0
1450,262300000826,0
1451,262400000126,0
1452,262600000126,1
1453,262600000226,0
1454,262600000326,0
1455,262600000426,1
1456,262600000526,0
1457,262600000626,1
1458,262600000726,1
1459,262800000126,0
1460,263300000126,0
1461,263900000126,0
1462,263900000226,1
1463,264800000126,0
1464,264900000126,0
1465,265000000126,0
1466,265100000126,0
1467,265300000126,1
1468,265300000226,0
1469,265300000326,1
1470,265300000426,0
1471,265300000526,1
1472,265600000126,0
1473,265800000126,0
1474,266300000126,0
1475,266400000126,0
1476,266500000126,0
1477,266600000126,0
1478,266800000126,0
1479,266800000226,0
1480,266900000126,0
1481,267200000126,0
1482,267500000126,0
1483,267500000226,0
1484,267700000126,0
1485,267700000226,0
1486,267800000126,0
1487,267900000126,0
1488,267900000226,0
1489,268000000126,0
1490,268400000126,0
1491,268600000126,0
1492,268700000126,0
1493,268800000126,0
1494,269200000126,0
1495,269300000126,0
1496,269700000126,0
1497,270700000127,0
